SETTD,DAILYT
2017-02-06,4981350.965
2017-02-07,5171471.32
2017-02-08,7191083.052
2017-02-09,7947403.337
2017-02-10,6219149.359
2017-02-11,4799043.397
2017-02-12,4166584.044
2017-02-13,4807541.707
2017-02-14,4776382.437
2017-02-15,5194603.119
2017-02-16,5174922.317
2017-02-17,4929606.478999998
2017-02-18,4154332.787
2017-02-19,4237744.473
2017-02-20,4859487.892
2017-02-21,4828135.197
2017-02-22,5445789.834
2017-02-23,5306102.562
2017-02-24,4866383.407
2017-02-25,4139715.818
2017-02-26,4468774.36
2017-02-27,6130179.986000001
2017-02-28,6837849.475
2017-03-01,6609006.17
2017-03-02,5814754.65
2017-03-03,5671592.67
2017-03-04,5191564.745
2017-03-05,4769976.32
2017-03-06,5456194.54
2017-03-07,5397276.207
2017-03-08,5710445.556
2017-03-09,6041233.982000002
2017-03-10,5576286.161
2017-03-11,4604374.325
2017-03-12,4490920.234
2017-03-13,4687757.709
2017-03-14,6431598.539
2017-03-15,7226628.37
2017-03-16,5812890.194
2017-03-17,5030714.116
2017-03-18,4786267.004
2017-03-19,5451762.3270000005
2017-03-20,6408985.817000002
2017-03-21,5985553.436000002
2017-03-22,5274106.749
2017-03-23,5138089.863
2017-03-24,5077153.259
2017-03-25,4904325.214
2017-03-26,4843299.6110000005
2017-03-27,5644086.781
2017-03-28,5022780.99
2017-03-29,5102345.928
2017-03-30,4900818.421
2017-03-31,4987541.891
2017-04-01,4448835.49
2017-04-02,4467586.147
2017-04-03,5072693.745
2017-04-04,5009162.639
2017-04-05,4966393.1510000015
2017-04-06,4967419.3610000005
2017-04-07,4919263.09
2017-04-08,4424325.975
2017-04-09,4655012.468
2017-04-10,5701757.708
2017-04-11,5245182.266
2017-04-12,5141277.01
2017-04-13,5001904.2930000005
2017-04-14,4248061.534
2017-04-15,4206440.548
2017-04-16,4112882.332
2017-04-17,4403878.297
2017-04-18,5199936.852
2017-04-19,5063649.656
2017-04-20,5004068.711
2017-04-21,5090126.101
2017-04-22,4420316.415
2017-04-23,4270417.186000002
2017-04-24,4931244.287
2017-04-25,4558813.094
2017-04-26,5938214.69
2017-04-27,6320222.332
2017-04-28,5779369.15
2017-04-29,4908664.432
2017-04-30,4918361.971
2017-05-01,5587594.036
2017-05-02,6006078.231000002
2017-05-03,6134633.0589999985
2017-05-04,6199061.501
2017-05-05,6032684.489
2017-05-06,5470758.646000002
2017-05-07,5761404.266
2017-05-08,6527251.95
2017-05-09,6290266.916
2017-05-10,6087768.748
2017-05-11,6469217.39
2017-05-12,6285259.911
2017-05-13,5493104.222999998
2017-05-14,5746445.0929999985
2017-05-15,6709052.244
2017-05-16,6666260.609
2017-05-17,6581556.125
2017-05-18,6068548.009
2017-05-19,6194770.687999999
2017-05-20,5226760.796
2017-05-21,5228369.75
2017-05-22,5786896.923
2017-05-23,5691118.903
2017-05-24,5847753.287000001
2017-05-25,5871106.014
2017-05-26,5728807.017999998
2017-05-27,5210796.0830000015
2017-05-28,5772346.204
2017-05-29,6909183.839
2017-05-30,7108519.018999998
2017-05-31,7240092.507
2017-06-01,7098295.772999999
2017-06-02,6809066.017000001
2017-06-03,6018349.85
2017-06-04,6259164.932999998
2017-06-05,7113040.967
2017-06-06,7181539.866
2017-06-07,7030562.852999999
2017-06-08,7423586.46
2017-06-09,6857493.878
2017-06-10,5998968.31
2017-06-11,5943703.464
2017-06-12,6306516.337
2017-06-13,7077953.193
2017-06-14,7102887.826
2017-06-15,6796527.703
2017-06-16,6764175.234
2017-06-17,6269722.486000001
2017-06-18,6079647.6
2017-06-19,6976927.126
2017-06-20,6866368.353999998
2017-06-21,7044045.05
2017-06-22,7143969.83
2017-06-23,7012619.9920000015
2017-06-24,6370976.641
2017-06-25,6407077.056
2017-06-26,7158071.62
2017-06-27,7571502.62
2017-06-28,7378411.667
2017-06-29,7414461.573
2017-06-30,7368404.597999998
2017-07-01,7094098.11
2017-07-02,7072379.088
2017-07-03,7975750.756
2017-07-04,7127935.998
2017-07-05,6949791.571
2017-07-06,7231263.839
2017-07-07,7010681.484
2017-07-08,6685388.339
2017-07-09,6493509.302999998
2017-07-10,7241440.774
2017-07-11,7039857.302999998
2017-07-12,7449695.547
2017-07-13,7623869.284
2017-07-14,7143906.735
2017-07-15,6725318.36
2017-07-16,7166605.062999999
2017-07-17,7560670.554
2017-07-18,7439501.054
2017-07-19,7544719.993
2017-07-20,7907029.097
2017-07-21,7655065.18
2017-07-22,7322027.562000001
2017-07-23,6855141.589
2017-07-24,7315475.677
2017-07-25,7014585.677
2017-07-26,6997470.82
2017-07-27,7480492.357999999
2017-07-28,7019323.057
2017-07-29,6081986.212
2017-07-30,5617028.423
2017-07-31,6664585.3829999985
2017-08-01,7032174.628
2017-08-02,7650027.919
2017-08-03,8395488.477
2017-08-04,7888293.707
2017-08-05,6627863.143999998
2017-08-06,6870810.725
2017-08-07,7913007.546
2017-08-08,7503435.481000002
2017-08-09,6803041.052
2017-08-10,6377802.075
2017-08-11,6313909.119
2017-08-12,5745660.101
2017-08-13,5395772.359
2017-08-14,5857085.897000001
2017-08-15,6355767.041
2017-08-16,6093916.254
2017-08-17,6640913.182999998
2017-08-18,7242075.537
2017-08-19,6651318.143999998
2017-08-20,6282420.305
2017-08-21,7655245.755
2017-08-22,6887203.14
2017-08-23,6888908.114
2017-08-24,7043440.147000001
2017-08-25,6760277.286
2017-08-26,5975977.491
2017-08-27,6469905.202000001
2017-08-28,7302829.811000002
2017-08-29,7285862.171
2017-08-30,7192487.9
2017-08-31,6834779.402000002
2017-09-01,6788930.754
2017-09-02,6002752.142000001
2017-09-03,5606473.408
2017-09-04,6992517.902000002
2017-09-05,7763230.377
2017-09-06,7529502.499
2017-09-07,7182856.179
2017-09-08,7050391.753
2017-09-09,6140058.169
2017-09-10,5871197.81
2017-09-11,6712845.952000001
2017-09-12,6303862.552999998
2017-09-13,6434745.509
2017-09-14,6908369.213
2017-09-15,6595236.891
2017-09-16,5969920.938999998
2017-09-17,5554192.58
2017-09-18,5998549.409
2017-09-19,6149607.446
2017-09-20,5963815.11
2017-09-21,5660448.7760000015
2017-09-22,5093207.483
2017-09-23,4377939.142
2017-09-24,4373901.01
2017-09-25,5584389.565
2017-09-26,5713321.413
2017-09-27,5469712.534
2017-09-28,5345437.525
2017-09-29,4780875.572
2017-09-30,4724788.8089999985
2017-10-01,4878664.802
2017-10-02,5547515.924
2017-10-03,5275731.871
2017-10-04,5076337.0419999985
2017-10-05,5139550.891
2017-10-06,5520912.887
2017-10-07,4557700.869
2017-10-08,4253970.881
2017-10-09,4980030.623
2017-10-10,4989759.0430000005
2017-10-11,5201876.367
2017-10-12,5202815.53
2017-10-13,5251767.654
2017-10-14,4546888.48
2017-10-15,4375215.017
2017-10-16,5012669.028
2017-10-17,5184191.606000002
2017-10-18,5550598.916
2017-10-19,5294388.883
2017-10-20,4813257.866
2017-10-21,4565079.221
2017-10-22,4609237.209
2017-10-23,5022964.481000002
2017-10-24,5000024.712
2017-10-25,5117760.353999998
2017-10-26,5262762.32
2017-10-27,4980493.403
2017-10-28,4284605.403
2017-10-29,4246313.688
2017-10-30,5058295.787
2017-10-31,5163167.625
2017-11-01,5224545.804
2017-11-02,5249838.427
2017-11-03,5331718.154
2017-11-04,4706523.992
2017-11-05,4438280.1
2017-11-06,5123630.9339999985
2017-11-07,4729834.591
2017-11-08,5148705.03
2017-11-09,4962268.618
2017-11-10,4940614.057
2017-11-11,4430507.443
2017-11-12,4304010.662
2017-11-13,5717944.3489999985
2017-11-14,6572254.397999999
2017-11-15,6296452.789
2017-11-16,5286519.2239999985
2017-11-17,5228160.791
2017-11-18,4682250.764
2017-11-19,4686747.613
2017-11-20,6211104.785
2017-11-21,6834956.3089999985
2017-11-22,7063499.579
2017-11-23,6458273.012
2017-11-24,6233196.347
2017-11-25,5746229.762
2017-11-26,4979328.923
2017-11-27,5139046.357
2017-11-28,5821181.116
2017-11-29,7690385.891
2017-11-30,8138765.005
2017-12-01,5882357.66
2017-12-02,4565839.512
2017-12-03,4332821.522
2017-12-04,5043745.098
2017-12-05,4901394.298
2017-12-06,4878629.629
2017-12-07,4962605.714
2017-12-08,4766317.473
2017-12-09,4246659.156
2017-12-10,4068563.808
2017-12-11,4853102.768
2017-12-12,5134996.999
2017-12-13,7094125.913
2017-12-14,5837738.707
2017-12-15,5297255.017
2017-12-16,4545292.037
2017-12-17,4578345.374
2017-12-18,6303837.942000002
2017-12-19,6908074.753
2017-12-20,5180561.518999998
2017-12-21,4941109.847
2017-12-22,5023881.601
2017-12-23,4461623.321
2017-12-24,3851947.371
2017-12-25,3567862.869
2017-12-26,4010757.44
2017-12-27,5789527.335
2017-12-28,5551419.682
2017-12-29,4510543.588
2017-12-30,3829902.147
2017-12-31,3708030.937
2018-01-01,3759688.195
2018-01-02,4206833.739
2018-01-03,4183068.156
2018-01-04,4348462.455
2018-01-05,4860247.751
2018-01-06,5997851.882
2018-01-07,4223377.972
2018-01-08,4734359.978999998
2018-01-09,4633478.005
2018-01-10,4794985.106000002
2018-01-11,6135261.801
2018-01-12,5836629.1510000015
2018-01-13,4148550.202
2018-01-14,3864890.628
2018-01-15,4655623.536
2018-01-16,4881329.815
2018-01-17,5485571.2
2018-01-18,7399366.3489999985
2018-01-19,8212089.546
2018-01-20,5462561.235
2018-01-21,5566876.578
2018-01-22,6011125.021000002
2018-01-23,5385745.614
2018-01-24,5273357.993
2018-01-25,5849398.11
2018-01-26,5408232.494
2018-01-27,6384897.485
2018-01-28,8397815.77
2018-01-29,8342834.17
2018-01-30,5147639.246
2018-01-31,4787781.158
2018-02-01,4747747.856000002
2018-02-02,4832099.596
2018-02-03,4567633.829
2018-02-04,4666367.141
2018-02-05,5524180.679
2018-02-06,6178731.747
2018-02-07,7935682.567000002
2018-02-08,6929204.262999998
2018-02-09,6054080.569
2018-02-10,5226705.508
2018-02-11,4303861.802
2018-02-12,4943324.193
2018-02-13,5398590.244
2018-02-14,5123788.268999998
2018-02-15,4944529.734
2018-02-16,4859182.433
2018-02-17,4328389.19
2018-02-18,4304212.2080000015
2018-02-19,5090669.427
2018-02-20,5336000.196
2018-02-21,5406730.471
2018-02-22,6140242.23
2018-02-23,6672507.083
2018-02-24,5534797.5660000015
2018-02-25,4222678.202
2018-02-26,5156719.508
2018-02-27,5887733.363
2018-02-28,5908960.4410000015
2018-03-01,5046730.846
2018-03-02,5025156.834
2018-03-03,4776708.5989999985
2018-03-04,4207671.355
2018-03-05,4833808.366
2018-03-06,4986524.637
2018-03-07,5378032.011
2018-03-08,5749761.871
2018-03-09,5801801.864
2018-03-10,5513413.587
2018-03-11,4468289.118
2018-03-12,4233113.212
2018-03-13,4891728.797
2018-03-14,4890545.781
2018-03-15,4885452.037
2018-03-16,4892906.964
2018-03-17,4988249.357
2018-03-18,4589677.3160000015
2018-03-19,5067265.587
2018-03-20,4920157.492
2018-03-21,4929104.445
2018-03-22,5051414.625
2018-03-23,5429843.699
2018-03-24,4689383.879
2018-03-25,4424551.9860000005
2018-03-26,4951820.265
2018-03-27,4940184.117
2018-03-28,5106158.509
2018-03-29,4906580.109
2018-03-30,3982542.912
2018-03-31,3853309.777
2018-04-01,3792802.738
2018-04-02,4014966.878
2018-04-03,4788604.363
2018-04-04,4838017.79
2018-04-05,4899940.703
2018-04-06,4813835.7919999985
2018-04-07,4239683.69
2018-04-08,4247927.6910000015
2018-04-09,4922512.932
2018-04-10,5125888.152
2018-04-11,5093941.929
2018-04-12,5103216.102
2018-04-13,4925844.087
2018-04-14,4662805.0260000015
2018-04-15,4710448.225
2018-04-16,5156440.131
2018-04-17,5289703.506
2018-04-18,5341285.624
2018-04-19,5166980.047
2018-04-20,5125160.054
2018-04-21,4546380.925
2018-04-22,4419615.87
2018-04-23,5030690.101
2018-04-24,5017662.798
2018-04-25,4412463.46
2018-04-26,5187330.829
2018-04-27,5227078.694
2018-04-28,4783954.112
2018-04-29,4639597.527
2018-04-30,5370498.079
2018-05-01,5425418.871
2018-05-02,5255944.768999998
2018-05-03,5190443.638
2018-05-04,5486316.012
2018-05-05,4849505.04
2018-05-06,4655325.925
2018-05-07,5505315.609
2018-05-08,5390255.91
2018-05-09,5724787.298
2018-05-10,6467774.291
2018-05-11,6980758.512999998
2018-05-12,5544845.173
2018-05-13,5141748.209
2018-05-14,6409794.459
2018-05-15,6628154.264
2018-05-16,6648882.7239999985
2018-05-17,6526106.982000002
2018-05-18,6129874.568
2018-05-19,5821676.512
2018-05-20,5787818.756
2018-05-21,6355100.597999998
2018-05-22,6283876.255
2018-05-23,6301240.322000002
2018-05-24,6259483.29
2018-05-25,6121145.31
2018-05-26,5622090.024
2018-05-27,5288393.938999998
2018-05-28,5841504.501
2018-05-29,5893630.377
2018-05-30,6468095.416
2018-05-31,6610657.056
2018-06-01,6886781.831
2018-06-02,6364362.701
2018-06-03,6400508.318
2018-06-04,6994939.182999998
2018-06-05,6683190.8829999985
2018-06-06,6763432.887
2018-06-07,6629399.102000001
2018-06-08,6670997.451
2018-06-09,5609452.779
2018-06-10,5661445.788
2018-06-11,6014314.209
2018-06-12,6696897.584
2018-06-13,6987406.834
2018-06-14,7102734.337
2018-06-15,7290257.34
2018-06-16,6931895.035
2018-06-17,7188058.321
2018-06-18,7627793.87
2018-06-19,7840493.947000002
2018-06-20,7831342.529
2018-06-21,7591046.887999998
2018-06-22,7521082.967
2018-06-23,7106427.642999998
2018-06-24,6668797.3829999985
2018-06-25,7299404.466
2018-06-26,7188182.588
2018-06-27,7756124.581
2018-06-28,7940519.589
2018-06-29,7700068.998
2018-06-30,6884855.859
2018-07-01,6682793.102000001
2018-07-02,7756398.065
2018-07-03,7644821.846
2018-07-04,7034516.127
2018-07-05,6528596.762999998
2018-07-06,6353159.922
2018-07-07,6408454.731000002
2018-07-08,6258892.739
2018-07-09,6974922.352000001
2018-07-10,7290911.826
2018-07-11,7587866.391
2018-07-12,7623121.413
2018-07-13,7272399.995
2018-07-14,6518955.703
2018-07-15,6643745.044
2018-07-16,7898302.9010000015
2018-07-17,7389325.457
2018-07-18,7328811.516
2018-07-19,7289178.275
2018-07-20,7631096.89
2018-07-21,6882589.75
2018-07-22,6431509.5660000015
2018-07-23,7794673.557999998
2018-07-24,7516623.244
2018-07-25,7168641.095
2018-07-26,7120908.244
2018-07-27,6563698.494
2018-07-28,5676640.481000002
2018-07-29,6001625.64
2018-07-30,7446409.418
2018-07-31,7135747.165
2018-08-01,6824918.665
2018-08-02,6989950.347999998
2018-08-03,6788660.873
2018-08-04,6255785.622
2018-08-05,5738217.134
2018-08-06,6951458.1910000015
2018-08-07,7214736.945
2018-08-08,7150169.089
2018-08-09,7411345.337
2018-08-10,6344081.48
2018-08-11,6203371.4920000015
2018-08-12,6451346.845
2018-08-13,6923887.828
2018-08-14,6461243.4
2018-08-15,6431916.302999998
2018-08-16,6787217.917
2018-08-17,6563886.006
2018-08-18,6349663.01
2018-08-19,7126161.457
2018-08-20,7900052.66
2018-08-21,7617677.482999999
2018-08-22,7232656.387
2018-08-23,6960329.435
2018-08-24,6692308.347999998
2018-08-25,5991930.265
2018-08-26,6146976.52
2018-08-27,7218237.712
2018-08-28,7675056.161
2018-08-29,7628943.622
2018-08-30,8133479.2179999985
2018-08-31,7187858.265
2018-09-01,6460464.44
2018-09-02,6517802.327000001
2018-09-03,7109163.073
2018-09-04,6689283.409
2018-09-05,6056089.607000002
2018-09-06,5832580.211
2018-09-07,6030736.875
2018-09-08,5506546.362000002
2018-09-09,5382556.788
2018-09-10,5834077.129
2018-09-11,5321638.818
2018-09-12,5275880.823
2018-09-13,5357285.742
2018-09-14,5129732.723
2018-09-15,5522972.188999998
2018-09-16,5811676.336
2018-09-17,5993193.521000002
2018-09-18,6083592.798
2018-09-19,6168522.653
2018-09-20,6076685.861000001
2018-09-21,5665605.123
2018-09-22,4895997.156
2018-09-23,5331647.664
2018-09-24,6087534.071
2018-09-25,6359914.915
2018-09-26,5882339.562999999
2018-09-27,5302528.074
2018-09-28,5286483.868
2018-09-29,5324278.533
2018-09-30,5087114.459
2018-10-01,5479388.01
2018-10-02,5202648.178
2018-10-03,5171905.4410000015
2018-10-04,5561065.677
2018-10-05,5170440.89
2018-10-06,4395095.4180000005
2018-10-07,4201919.072
2018-10-08,4892935.22
2018-10-09,5137490.6110000005
2018-10-10,5254021.797
2018-10-11,5189406.588
2018-10-12,4932219.195
2018-10-13,4242649.968
2018-10-14,4170202.831
2018-10-15,5049331.823
2018-10-16,5082300.615
2018-10-17,4858053.105
2018-10-18,4878001.317
2018-10-19,4882528.935
2018-10-20,4465766.251
2018-10-21,4220920.7760000015
2018-10-22,4840975.209
2018-10-23,4902888.179
2018-10-24,5037369.018
2018-10-25,5015830.868
2018-10-26,4946844.471
2018-10-27,4434979.419
2018-10-28,4393326.82
2018-10-29,5019232.954
2018-10-30,4929118.746
2018-10-31,4879894.527
2018-11-01,5203606.677
2018-11-02,5449472.831
2018-11-03,4087785.263
2018-11-04,3959697.246
2018-11-05,4736598.853999998
2018-11-06,4304586.4180000005
2018-11-07,5008165.635
2018-11-08,5153922.142
2018-11-09,5203840.686000002
2018-11-10,4287031.157
2018-11-11,4097926.174
2018-11-12,4982161.008
2018-11-13,5313681.388
2018-11-14,4967762.362
2018-11-15,4768187.494
2018-11-16,4733157.661
2018-11-17,4132048.086
2018-11-18,4114166.744
2018-11-19,5334427.626
2018-11-20,5354812.585
2018-11-21,4826286.169
2018-11-22,4869201.272
2018-11-23,5582176.823
2018-11-24,4682460.438
2018-11-25,4325143.843
2018-11-26,4863965.579
2018-11-27,4805261.132
2018-11-28,4811668.51
2018-11-29,4800898.944
2018-11-30,4725462.826
2018-12-01,4478859.342
2018-12-02,4129201.872
2018-12-03,4796353.492
2018-12-04,4717002.885
2018-12-05,4925857.262
2018-12-06,6498309.0989999985
2018-12-07,8308857.802999998
2018-12-08,5575044.379
2018-12-09,4310492.965
2018-12-10,4831301.654
2018-12-11,4954297.036
2018-12-12,6280571.626
2018-12-13,5218523.488
2018-12-14,5018045.392
2018-12-15,4470833.857
2018-12-16,4219806.778
2018-12-17,4881758.591
2018-12-18,4810643.393999998
2018-12-19,5080924.952
2018-12-20,4915182.717
2018-12-21,4700720.237
2018-12-22,3936328.458
2018-12-23,3877465.876
2018-12-24,5068061.42
2018-12-25,4177541.773
2018-12-26,3939124.462
2018-12-27,5760307.334
2018-12-28,6008568.37
2018-12-29,4330565.457
2018-12-30,3834523.454
2018-12-31,4103400.999
2019-01-01,3858957.991
2019-01-02,4264155.819
2019-01-03,4690920.697
2019-01-04,5841792.852000001
2019-01-05,3913922.67
2019-01-06,3730699.937
2019-01-07,4522176.411
2019-01-08,4678678.71
2019-01-09,4440206.5
2019-01-10,4419718.964
2019-01-11,5010505.994
2019-01-12,4427204.071
2019-01-13,4538930.193
2019-01-14,6719079.187999999
2019-01-15,6908755.656
2019-01-16,5909232.387999998
2019-01-17,6370372.761
2019-01-18,5746941.977999999
2019-01-19,4255138.382
2019-01-20,4245171.891
2019-01-21,5503980.766
2019-01-22,6170490.607999999
2019-01-23,5546048.851
2019-01-24,7780597.272000001
2019-01-25,8912832.263
2019-01-26,5286246.01
2019-01-27,4385012.565
2019-01-28,5366250.573
2019-01-29,6875957.481000002
2019-01-30,7175101.923
2019-01-31,5185127.796
2019-02-01,4765241.7080000015
2019-02-02,5858200.055
2019-02-03,6700247.037000001
2019-02-04,5357306.245
2019-02-05,5280422.902
2019-02-06,6694911.488
2019-02-07,6682464.846
2019-02-08,5370280.366
2019-02-09,4174014.393
2019-02-10,3999226.527
2019-02-11,5025919.508
2019-02-12,4774025.546
2019-02-13,4615655.352
2019-02-14,4676531.936000002
2019-02-15,4795897.5660000015
2019-02-16,4328133.823
2019-02-17,4514209.141
2019-02-18,5061732.575
2019-02-19,4718008.299
2019-02-20,4741220.826
2019-02-21,4717467.605
2019-02-22,4697509.185
2019-02-23,4214619.961
2019-02-24,4846462.989
2019-02-25,6388268.297
2019-02-26,5473427.77
2019-02-27,5453256.945
2019-02-28,7456716.714
2019-03-01,8553113.678
2019-03-02,7879497.047
2019-03-03,7429985.339
2019-03-04,6226115.749
2019-03-05,5515547.409
2019-03-06,4778108.335
2019-03-07,4703388.31
2019-03-08,4739710.312
2019-03-09,4168475.7
2019-03-10,3981188.175
2019-03-11,4177516.953
2019-03-12,4783533.231000002
2019-03-13,4768200.179
2019-03-14,4747516.759
2019-03-15,4729908.985
2019-03-16,4312041.286
2019-03-17,4410541.412
2019-03-18,5367062.835
2019-03-19,5171079.507
2019-03-20,5257269.6669999985
2019-03-21,5274012.752
2019-03-22,5615629.672
2019-03-23,4901701.555
2019-03-24,4808274.622
2019-03-25,4862618.865
2019-03-26,4757252.095
2019-03-27,4768582.166
2019-03-28,4909368.82
2019-03-29,4908211.427
2019-03-30,4635999.553
2019-03-31,4588015.705
2019-04-01,5214935.935
2019-04-02,5039796.03
2019-04-03,4921582.158
2019-04-04,4885117.834
2019-04-05,4991246.994
2019-04-06,4280720.872
2019-04-07,4143412.337
2019-04-08,4810168.72
2019-04-09,5006604.836
2019-04-10,5425019.87
2019-04-11,5127091.771000002
2019-04-12,5063998.391
2019-04-13,4510730.704
2019-04-14,4246244.032
2019-04-15,4891026.351
2019-04-16,5094639.891
2019-04-17,5397204.949
2019-04-18,4769114.6280000005
2019-04-19,3975759.208
2019-04-20,3918375.255
2019-04-21,3848386.4460000005
2019-04-22,4126558.329
2019-04-23,4889017.17
2019-04-24,4869106.457
2019-04-25,4323241.373
2019-04-26,5253234.323
2019-04-27,5054750.271000002
2019-04-28,4918482.957
2019-04-29,5583997.199
2019-04-30,5371363.783
2019-05-01,5055002.118
2019-05-02,5062608.289
2019-05-03,4973931.97
2019-05-04,4846041.898
2019-05-05,4919476.231000002
2019-05-06,5633232.967
2019-05-07,5610002.489
2019-05-08,5866443.036
2019-05-09,6133333.436000002
2019-05-10,6434975.967
2019-05-11,5607099.876
2019-05-12,5225233.373
2019-05-13,5731186.862000002
2019-05-14,5614953.955
2019-05-15,5733754.164
2019-05-16,5764082.824
2019-05-17,5918075.622
2019-05-18,5267313.804
2019-05-19,5019385.362
2019-05-20,5692633.793
2019-05-21,5642282.548
2019-05-22,5513042.352999999
2019-05-23,5490733.417
2019-05-24,5605063.0
2019-05-25,4830251.011
2019-05-26,5347597.728999998
2019-05-27,6974170.083
2019-05-28,7101337.536
2019-05-29,7577903.05
2019-05-30,7729016.207
2019-05-31,7083965.293
2019-06-01,6068833.115
2019-06-02,6074144.838
2019-06-03,7583465.715
2019-06-04,7434836.296
2019-06-05,7348459.07
2019-06-06,6809078.004
2019-06-07,6344625.325
2019-06-08,5734325.357000002
2019-06-09,5342529.573
2019-06-10,5376566.78
2019-06-11,6155194.425
2019-06-12,6433355.442000002
2019-06-13,6275883.267999998
2019-06-14,6299941.323
2019-06-15,6000174.69
2019-06-16,5889783.24
2019-06-17,6705599.66
2019-06-18,7364571.87
2019-06-19,7655401.336
2019-06-20,7913994.631
2019-06-21,7596580.271000002
2019-06-22,6988195.649
2019-06-23,7409942.241
2019-06-24,7927856.494
2019-06-25,7836930.9679999985
2019-06-26,7439037.427
2019-06-27,7009704.787000001
2019-06-28,6271463.001
2019-06-29,5990020.74
2019-06-30,6058967.237000002
2019-07-01,7175122.137999998
2019-07-02,7090941.823
2019-07-03,6904114.578
2019-07-04,7280213.658
2019-07-05,7054741.095
2019-07-06,5943180.679
2019-07-07,5887535.581
2019-07-08,6452831.716
2019-07-09,6848213.57
2019-07-10,6931664.708
2019-07-11,7384404.71
2019-07-12,7110957.977999999
2019-07-13,6959715.9739999985
2019-07-14,7242407.417
2019-07-15,7532929.294
2019-07-16,7226947.882
2019-07-17,7353007.171
2019-07-18,7170230.102000001
2019-07-19,6808695.86
2019-07-20,6056448.446
2019-07-21,5942583.955
2019-07-22,6826684.027000002
2019-07-23,6967429.262
2019-07-24,7213338.7760000015
2019-07-25,7014480.997
2019-07-26,7060453.734
2019-07-27,6086019.794
2019-07-28,6020284.271000002
2019-07-29,6782594.442000002
2019-07-30,7117140.864
2019-07-31,7430637.864
2019-08-01,7218502.656
2019-08-02,7010434.918
2019-08-03,6366503.597
2019-08-04,6289650.517000001
2019-08-05,6812247.767000001
2019-08-06,7524862.652000002
2019-08-07,7152507.204
2019-08-08,7384121.111
2019-08-09,8153366.408
2019-08-10,7668823.947000002
2019-08-11,7242314.534
2019-08-12,7754138.865
2019-08-13,7565828.696
2019-08-14,7370075.488
2019-08-15,7276349.784
2019-08-16,7072285.905
2019-08-17,5942329.603999998
2019-08-18,6060992.991
2019-08-19,7521062.2
2019-08-20,7150118.772999999
2019-08-21,6626205.182
2019-08-22,6733957.719
2019-08-23,6739401.121
2019-08-24,5965455.949
2019-08-25,6067609.669
2019-08-26,6883138.363
2019-08-27,6836861.6
2019-08-28,7463465.596
2019-08-29,7210021.425
2019-08-30,6976176.277000002
2019-08-31,5797512.6
2019-09-01,5660741.539
2019-09-02,6088343.802
2019-09-03,5556963.042
2019-09-04,5651699.606000002
2019-09-05,5506717.743
2019-09-06,5914214.389
2019-09-07,6109043.264
2019-09-08,6380779.6510000015
2019-09-09,7271594.515
2019-09-10,6649148.279
2019-09-11,6075594.529
2019-09-12,5937773.978999998
2019-09-13,5819504.75
2019-09-14,4819184.694
2019-09-15,5076432.41
2019-09-16,6103512.645
2019-09-17,6294666.488
2019-09-18,5950261.544
2019-09-19,5298729.4
2019-09-20,4837218.297
2019-09-21,4467588.113
2019-09-22,4828496.704
2019-09-23,5985078.502
2019-09-24,6124935.631
2019-09-25,5885741.235
2019-09-26,5357014.025
2019-09-27,5219544.62
2019-09-28,5036389.054
2019-09-29,4993439.774
2019-09-30,6030581.529
