,SETTD,PROFILEAREA,DAILYT,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48,DCTC
173,19/02/2015,CITIPOWER,5781142.182,77594.04,70035.227,65368.117999999995,62776.704000000005,61371.793,60547.967000000004,60083.545999999995,60188.204000000005,61921.823,65787.476,74938.401,88371.668,106779.95300000001,119402.77699999999,118658.962,121160.209,125656.34599999999,128869.239,133789.44,136670.64,140011.2,143129.452,147086.062,149871.465,153354.279,155984.298,158775.799,160121.904,160776.361,162531.699,165729.63199999998,167411.76,165922.22400000002,162897.63,158120.188,154677.726,148841.177,143226.854,139577.47199999998,139801.173,136170.26,130321.569,120953.433,109852.384,103952.745,102100.595,102719.306,97251.002,MRIM
174,20/02/2015,CITIPOWER,5926762.943,85059.04400000001,76797.329,72103.593,69186.54400000001,67545.417,66271.296,65572.195,65414.08,66607.731,70099.69,78378.46,91045.662,108106.484,120113.494,121180.002,127134.16900000001,135506.157,141753.331,147696.87,151356.149,154753.33800000002,157577.991,159363.855,160816.89800000002,162233.65099999998,163632.874,164059.094,163977.61800000002,163855.603,164475.332,167650.24,169169.599,164997.471,159622.99800000002,152618.61,147688.582,139905.372,133974.548,130506.825,130569.46699999999,127282.315,122496.89300000001,116065.06599999999,108327.155,104742.927,104726.50099999999,105268.897,99475.526,MRIM
175,21/02/2015,CITIPOWER,6140765.716,86694.129,78829.275,73834.41,70544.359,68558.675,67140.518,66219.207,65252.587,65513.212999999996,66155.606,68656.381,72133.882,77686.175,84782.59300000001,88916.77900000001,96401.089,105388.91,112259.48,119924.129,126431.255,134218.016,142790.864,149936.038,156459.531,162703.915,168488.58800000002,173922.673,179135.236,182754.867,182885.073,178145.79100000003,171633.367,170284.253,172208.077,173124.671,173530.98899999997,172855.522,168621.451,164244.328,163381.759,159805.435,155364.725,149181.426,140437.637,136207.784,135035.149,134584.179,127501.72,MRIM
176,22/02/2015,CITIPOWER,6462763.677999999,113268.651,103330.869,96365.50099999999,92077.31800000001,89102.35,86515.365,84493.538,83050.372,82317.453,81673.164,82239.247,83008.22200000001,85591.74699999999,90562.711,94627.758,100301.448,107501.799,113758.875,120963.11300000001,127713.296,136074.447,143504.976,149853.285,154839.893,159296.506,164910.255,168748.68,171336.415,175339.10100000002,178813.68899999998,179897.546,180756.20899999997,177742.23,176694.72199999998,179910.676,185129.56699999998,185243.538,181830.95899999997,178902.01100000003,178299.05899999998,174086.61800000002,165534.711,153229.775,138686.296,131020.26,127670.918,127097.99699999999,119850.54199999999,MRIM
177,23/02/2015,CITIPOWER,5959446.69,106066.246,96974.763,90710.225,86890.576,84324.996,82097.321,80724.48599999999,79955.281,80629.125,83437.727,91498.712,103879.087,121352.56800000001,135457.11,139757.275,146855.385,157241.378,166028.758,173540.75699999998,172240.07,170809.06600000002,171192.151,165707.798,161081.949,157283.232,154462.43099999998,151640.559,148513.462,144116.844,141773.589,140835.166,139736.054,136489.376,133870.094,130323.823,130576.00099999999,129377.01199999999,128353.229,126170.763,123572.646,118981.631,112771.546,104230.96800000001,94702.80099999999,90617.913,90827.68,93102.579,88664.481,MRIM
178,24/02/2015,CITIPOWER,5042564.64,77266.37,69863.265,65262.398,62874.165,61551.199,60526.273,60160.999,60253.971,61882.276,65545.22,74899.985,88364.01199999999,106413.539,117767.06199999999,115723.62400000001,118293.77900000001,122416.88,124605.398,126935.80300000001,128228.509,129667.257,129945.757,130784.52,130044.397,129361.84,127548.659,127618.42,127244.963,126141.56199999999,125569.636,126120.439,126606.815,124896.996,122679.212,120152.995,119369.10800000001,116958.675,116216.421,117627.528,119119.43199999999,116427.09300000001,110758.07400000001,102643.302,93109.70199999999,88730.591,89026.47099999999,91613.258,87746.79,MRIM
179,25/02/2015,CITIPOWER,5378159.351,76292.75,68781.232,63984.337,61405.935,60118.192,59218.555,58893.679000000004,58999.262,60769.724,64630.83,73848.224,87679.855,105381.56800000001,116898.70300000001,115782.362,118345.195,122669.478,123992.37800000001,126842.54400000001,128925.569,130940.614,133519.7,134949.154,135904.86,137960.756,139417.62699999998,141004.979,141713.78699999998,142485.644,144110.633,146396.251,148485.68,147985.798,146484.291,142223.869,139047.745,133932.97199999998,130229.6,130487.668,130868.56,127366.231,121224.115,112565.993,102160.091,96932.96800000001,95983.9,97636.16,92679.33300000001,MRIM
180,26/02/2015,CITIPOWER,5358991.587,80982.519,73243.567,68193.33099999999,65713.902,64504.88,63232.672999999995,62697.974,62587.575999999994,64170.282,67572.459,76532.46,89789.205,107998.903,120282.48300000001,119833.099,123058.409,127282.385,129511.43400000001,132466.94199999998,134173.369,136137.19400000002,138000.9,138965.68300000002,139482.488,140613.26,141397.505,140584.611,141324.66,140607.584,138729.563,140172.359,140971.253,139085.313,136437.476,132600.997,129892.609,125787.969,123283.17199999999,123206.806,123710.05699999999,120260.661,115349.05900000001,107428.07800000001,97807.50099999999,93557.28300000001,93273.33,95492.883,91003.481,MRIM
181,27/02/2015,CITIPOWER,5241122.755,78962.917,71192.666,66547.478,63728.933,62582.065,61442.878,60982.07,60980.568,62691.119000000006,66262.5,74801.944,87806.696,105460.631,116797.771,116257.87199999999,119586.589,125607.714,128971.448,132784.025,134676.65300000002,135877.848,137328.75699999998,138100.538,138451.991,139132.063,139972.742,140766.955,141199.881,141279.77300000002,140824.196,141333.53,138863.37,133847.93099999998,128723.633,123296.981,120057.34300000001,116288.886,115450.23199999999,116158.87800000001,115569.32400000001,112389.877,108236.68699999999,102536.29199999999,96222.85800000001,94548.287,95579.92199999999,97816.895,93142.54800000001,MRIM
182,28/02/2015,CITIPOWER,4766356.3719999995,81197.694,73364.937,68462.974,65530.202000000005,63998.280999999995,62522.592000000004,61632.792,61182.392,61477.245,62531.356,65025.52099999999,68453.734,75230.634,81876.739,86285.234,93275.052,99433.584,103762.67300000001,107612.101,110917.403,114033.243,114558.53,114258.061,113048.08099999999,111458.17599999999,110867.50099999999,110167.3,113314.51,113501.37800000001,113220.094,115778.495,118628.91699999999,119002.0,124472.98199999999,128543.18699999999,130153.403,128790.17300000001,126868.933,127486.94099999999,122652.698,116422.102,111880.855,106769.284,100818.68199999999,99585.44099999999,101232.68400000001,104597.763,100471.81800000001,MRIM
295,01/03/2015,CITIPOWER,4287430.959,87991.498,78789.381,72583.17,68595.88900000001,66149.556,63939.86,62567.990999999995,61587.746,61332.297,61265.919,62442.471,64179.514,67675.34700000001,72369.32400000001,75738.114,80898.62400000001,87015.69099999999,90754.645,95288.959,98218.405,101101.14199999999,100301.07699999999,100271.696,99514.94699999999,98269.79199999999,97530.829,97299.834,96379.418,96109.31800000001,96099.75099999999,96799.23800000001,98801.179,101026.539,104433.81599999999,107790.10800000001,110212.98199999999,110354.595,109783.7,112745.05099999999,114183.153,111006.966,105835.319,98200.87400000001,89600.90400000001,86383.076,87722.49900000001,91694.30699999999,88594.448,MRIM
296,02/03/2015,CITIPOWER,5028001.734,77626.411,69593.47,64081.179000000004,61041.337999999996,59425.914000000004,58343.015999999996,57853.28400000001,58030.679000000004,59698.053,63481.027,72151.64,85805.57400000001,104227.484,115875.462,113635.83,115598.334,119633.07800000001,121789.826,124443.564,125643.05300000001,126763.841,126572.204,127557.54400000001,128581.854,130604.689,129579.569,128084.705,128572.68,127031.435,126228.725,127802.12599999999,128209.555,126799.463,126100.435,122929.229,123041.705,121444.707,121944.25099999999,122896.007,121728.409,117713.53199999999,111205.741,102054.356,92201.595,87959.795,88222.004,91035.34800000001,87158.01400000001,MRIM
297,03/03/2015,CITIPOWER,5133818.886,76045.774,68532.595,64045.873,61398.554000000004,60198.059,59205.191,58889.810999999994,59049.305,60825.197,64768.075,73972.072,88046.29199999999,106649.445,118816.481,116691.495,118488.806,122674.47099999999,125610.425,128043.314,129478.829,130570.27,131176.092,132114.792,132566.491,132600.236,132559.953,132518.8,132124.23,131323.303,131364.271,132635.896,133363.413,132228.52599999998,130367.603,127519.57400000001,125560.62800000001,122314.385,120795.511,122411.668,122713.16900000001,118786.569,112300.685,103249.20199999999,93157.864,88747.192,88606.698,91303.873,87407.92800000001,MRIM
298,04/03/2015,CITIPOWER,5133826.085,76037.717,68675.716,64097.828,61510.09099999999,60332.252,59248.499,58912.718,59076.136,60792.21,64775.875,73965.379,87435.01199999999,106160.153,117768.383,115684.586,117532.02900000001,121940.845,124251.295,126880.954,128549.80300000001,129482.541,129081.475,129595.104,129530.19300000001,130122.554,130387.287,131200.41,131109.011,130940.772,131427.424,133101.729,134156.075,132964.837,131482.351,128275.30699999999,126486.11300000001,123341.929,122017.73800000001,123293.656,122580.215,119091.603,113710.989,105380.57,95945.459,91680.965,91430.321,93528.935,88853.041,MRIM
299,05/03/2015,CITIPOWER,4932305.054,77368.522,69619.834,64820.10400000001,62337.053,61004.505,60072.143,59345.96599999999,59179.629,60653.99,64160.52099999999,73150.86099999999,86901.69099999999,105241.515,117219.43800000001,115056.18199999999,115959.924,119529.076,121248.84599999999,122773.88900000001,123578.766,125521.366,124718.963,125248.52699999999,125026.625,124401.897,123376.841,122787.227,121955.85,120822.536,120530.84,121235.962,121789.244,120647.06800000001,119490.75099999999,117025.74,116999.618,115375.957,116497.756,119319.42,118303.054,114809.48599999999,109102.112,101361.219,92092.85,88110.272,88168.17199999999,91060.668,87302.57800000001,MRIM
300,06/03/2015,CITIPOWER,4953176.923,76108.985,68497.408,63498.558,60798.070999999996,59261.967000000004,58359.761,58124.545,58266.852,59942.547999999995,63790.886,73094.302,86652.76400000001,105419.226,119515.985,118899.479,120831.771,124393.582,125839.11300000001,128125.023,128906.95599999999,129280.365,128936.43,128462.778,128849.48800000001,129054.701,127438.291,127136.406,125517.89300000001,124103.906,122380.645,122104.664,121224.18,119445.591,117817.746,115450.76199999999,115357.34599999999,114108.55699999999,113269.769,112723.875,110454.18800000001,106660.205,102598.105,97022.03199999999,90669.04699999999,89276.166,91121.76,94095.446,90288.799,MRIM
301,07/03/2015,CITIPOWER,4195915.696,78630.582,70441.911,65287.835999999996,62143.638,60559.937000000005,59073.857,58307.369000000006,57931.547,58197.022000000004,59113.182,61651.015999999996,64730.135,70056.188,76750.789,80947.7,87752.931,93563.484,98312.929,102211.725,103831.366,104054.382,102535.386,102989.54199999999,101591.05900000001,99747.37599999999,99446.39199999999,98913.903,98839.52,97117.694,96078.71,96633.725,97165.15699999999,96743.293,97377.49900000001,98369.18699999999,99054.641,98831.634,99486.24699999999,102225.379,102123.933,99384.44300000001,96107.976,92014.826,87227.56,86987.856,89902.396,94300.729,91170.10699999999,MRIM
302,08/03/2015,CITIPOWER,4032554.478,80235.22099999999,71924.093,66420.384,62592.569,60670.191,59134.66,57988.884000000005,57348.90900000001,57416.732,57547.235,58845.649000000005,60720.973,64317.929000000004,68380.884,71741.981,77470.255,82847.48,86340.04800000001,90453.80099999999,92831.35800000001,93702.87,93453.08,92626.162,92455.56,91768.787,91116.89,91143.118,91458.666,91837.76199999999,92256.38900000001,93372.258,95210.884,96306.36099999999,98026.683,99674.674,100768.31199999999,100193.772,100599.769,103322.903,103122.939,100445.54,97001.851,92602.30900000001,87214.859,86450.98300000001,89033.356,92948.147,89210.35800000001,MRIM
303,09/03/2015,CITIPOWER,4227642.449,78138.12299999999,70484.464,65090.10400000001,61754.51,59903.532999999996,58527.155999999995,57824.273,57336.55,57396.223,57947.305,60219.812000000005,62667.208,67304.656,72636.95599999999,75725.136,80604.729,86872.37,90286.556,94272.71800000001,97284.114,97692.89,98532.62800000001,98460.175,98289.27900000001,97581.56800000001,97500.179,97449.29800000001,98231.886,98070.185,98417.916,100626.515,102334.06199999999,104189.61099999999,107201.705,108934.62199999999,110789.627,110456.18699999999,112404.82699999999,115259.171,113826.58,110651.741,104881.70199999999,96763.90800000001,88533.237,85073.052,86046.00099999999,89813.9,87353.50099999999,MRIM
304,10/03/2015,CITIPOWER,5026318.121,76748.961,69007.964,63689.587,60509.8,58847.85,57819.147000000004,57440.52,57628.875,59451.982,63006.307,71984.02799999999,85859.101,105199.866,117557.248,115185.72,116325.66900000001,119880.10699999999,122102.976,124475.418,125892.759,126706.00300000001,126967.01,128015.32699999999,128414.68199999999,128804.116,128601.49699999999,128705.43800000001,128153.445,127217.26400000001,126995.17199999999,127926.659,128292.88900000001,127122.632,125620.873,123473.93,122951.181,121238.412,121600.561,123587.019,121701.40400000001,117589.22300000001,110941.647,102247.696,92047.043,87636.181,87740.65400000001,90665.944,86740.334,MRIM
305,11/03/2015,CITIPOWER,5039242.381,75427.22200000001,67935.414,63250.195999999996,60458.653,59043.404,58083.168,57669.99,57995.558,59723.904,63751.96400000001,73647.606,87472.44900000001,106800.635,118848.007,115882.01800000001,116670.632,119980.712,121683.056,124454.43699999999,125916.959,127924.68,128645.521,129579.12199999999,129441.705,129188.55300000001,128894.61099999999,128978.433,128636.817,127904.411,127756.69699999999,128688.16,128737.52,127073.149,125396.537,122644.93199999999,121138.213,119766.216,120435.394,122730.475,121004.31300000001,117112.627,111043.507,102541.32199999999,93171.146,88775.05,88605.09800000001,91307.05300000001,87425.135,MRIM
306,12/03/2015,CITIPOWER,5001915.449,76228.58099999999,68712.631,63704.359000000004,60923.041,59770.395,58641.39,58125.922999999995,58290.83900000001,60093.079000000005,63979.663,73322.261,87291.291,106879.26199999999,119818.86,118453.51199999999,120714.98199999999,123915.84,124742.465,126362.98300000001,127001.248,128479.641,127324.67300000001,126781.785,126595.496,126514.94,126063.945,124928.15400000001,123729.35800000001,122385.48199999999,122682.98199999999,123415.04800000001,122274.591,122322.826,121272.32699999999,119049.81,118457.927,117731.864,119744.286,122445.81800000001,120500.76699999999,116602.369,111198.337,102985.136,93397.966,88847.859,89160.269,91707.131,88342.05699999999,MRIM
307,13/03/2015,CITIPOWER,4929001.446,77044.819,68975.72099999999,64020.172999999995,60898.852999999996,59538.40900000001,58439.468,58055.342000000004,58195.195,60018.263,63847.045999999995,73404.927,86813.22,106436.81,120343.494,118980.53199999999,120531.302,122928.67199999999,123302.261,125947.916,125599.337,125218.13900000001,125045.81599999999,125127.649,124784.455,124254.448,123824.411,123682.66900000001,122769.851,121419.788,120709.261,121471.491,121550.10699999999,120142.332,118529.006,115505.399,113809.92599999999,111505.506,113191.903,114794.655,112825.229,108953.386,105098.853,99495.96,92820.589,90870.821,92010.796,95289.41,90977.83,MRIM
308,14/03/2015,CITIPOWER,4378221.842,79403.64,71166.432,65807.89,62379.042,60539.367999999995,59249.71400000001,58297.22,57711.983,58112.697,59355.263,61992.685,65786.905,72736.443,80696.511,84722.713,90502.51699999999,96126.582,99382.162,102606.44099999999,104070.895,103782.964,103553.211,102340.391,102400.588,102158.98300000001,102077.925,102579.638,102935.47099999999,102584.24699999999,104065.285,107020.336,106682.487,107275.994,107324.788,108146.536,109700.174,110906.20199999999,112410.424,111296.495,109223.25300000001,105136.814,101208.086,96413.401,91059.675,90262.853,93215.37800000001,97469.636,94343.504,MRIM
309,15/03/2015,CITIPOWER,4196133.968,83224.314,74281.101,67786.86200000001,63813.59099999999,61472.503,59656.012,58538.655,57757.994000000006,57570.434,57816.693,59258.426,61170.15900000001,65701.43400000001,71302.834,75123.739,81525.895,87985.969,92524.633,96293.746,98144.323,99631.224,99026.835,97176.95199999999,95447.86099999999,93956.44,92488.675,91622.94,90867.84,90700.92,91264.06800000001,92247.612,94718.99699999999,97485.321,100953.31599999999,106127.734,110424.41,112868.745,115742.632,117869.48300000001,116181.918,111806.728,106510.594,98424.166,89396.27,85548.93800000001,86831.305,91055.05900000001,88807.668,MRIM
310,16/03/2015,CITIPOWER,5025661.19,78713.558,70502.322,64592.858,60875.181,58967.712,57556.425,57117.727999999996,57469.055,59368.434,63298.878,73080.975,87432.78300000001,107837.896,121274.683,118445.56,118155.421,121199.498,122062.362,123698.92,124116.539,125800.585,125838.055,126771.55300000001,127817.27900000001,129693.241,128726.04699999999,127957.975,125365.70300000001,124449.56,124046.0,123957.151,124538.962,124270.461,124284.66900000001,123904.239,122998.424,121755.30300000001,124580.625,125000.23300000001,121575.77,116987.248,110934.48800000001,101901.23300000001,92167.942,87598.748,87807.711,91097.50099999999,88067.696,MRIM
311,17/03/2015,CITIPOWER,5147729.133,76897.151,68948.51400000001,63948.632000000005,60876.35400000001,59537.96,58580.753,58301.45,58393.999,60212.975999999995,64038.697,73792.105,87679.451,107963.162,121128.5,119615.716,120695.55,124586.48199999999,126758.332,129595.58300000001,130001.30099999999,131022.31599999999,132815.49,132854.615,132660.939,132107.064,131210.33,130867.993,131556.539,130445.79400000001,129553.08300000001,129977.145,129853.48199999999,128461.757,127456.07800000001,125704.03199999999,125766.41,126884.18800000001,128002.94099999999,126163.013,122747.26400000001,118017.92199999999,111837.903,103319.08,94066.507,89881.127,90189.877,93299.045,89454.531,MRIM
312,18/03/2015,CITIPOWER,5197064.824,78246.886,70448.709,65463.121,62337.797,61000.318,59875.933,59572.372,59664.822,61493.899000000005,65604.776,75059.532,88919.617,108246.246,120697.987,118001.123,120347.587,125204.365,127536.39300000001,130810.867,132335.835,133398.3,134059.988,134156.973,134100.721,136143.682,135478.587,135734.857,134323.947,133852.49300000002,132737.616,132072.864,131334.358,129755.899,127906.847,125422.34199999999,124381.788,122858.975,124598.134,125579.77,122529.802,118398.07699999999,112547.82400000001,104702.03,95024.0,90707.969,91023.38699999999,93603.618,89761.791,MRIM
313,19/03/2015,CITIPOWER,5511507.205,77750.75,69725.50099999999,64622.333,61742.935,60196.46400000001,59203.935,58929.782999999996,59017.780999999995,60651.508,64570.009000000005,74010.52799999999,87725.288,107657.015,119510.355,117384.364,119424.521,124997.79800000001,128417.95199999999,132689.909,134250.932,136614.783,138989.30800000002,141769.223,144614.282,147270.50400000002,150698.595,153166.492,156166.797,158291.958,160876.949,162528.859,161989.314,161455.406,152980.02800000002,140647.08800000002,134043.095,129581.151,129661.429,129681.516,126255.57800000001,120774.994,114957.367,107070.775,97726.484,92931.025,92661.295,94958.284,90664.965,MRIM
314,20/03/2015,CITIPOWER,4953625.199,78984.98700000001,70913.828,65686.886,62606.251,61109.862,60055.700999999994,59792.143,59627.917,61157.505999999994,64770.238,73689.649,87012.28,106001.774,118414.91699999999,115783.01800000001,118044.50099999999,121831.21800000001,123719.119,126551.929,126921.381,126985.344,126613.746,126981.121,127128.808,128201.019,126466.47,124419.49,123794.67300000001,122656.244,121779.41900000001,122170.231,122164.006,120204.496,118132.234,115281.755,113757.275,112235.714,114391.41699999999,114741.814,112205.838,108410.962,104187.16,98522.627,92193.725,90262.155,91687.31300000001,94593.808,90781.23,MRIM
315,21/03/2015,CITIPOWER,4252729.308999999,79316.792,70931.189,65564.46,62155.167,60459.691,58858.02099999999,58083.258,57739.187000000005,58025.246,58976.98,61886.999,65703.04,72787.384,80247.12299999999,83849.23700000001,89732.373,95387.95199999999,98759.24,101652.823,101836.73300000001,101595.446,101046.575,100090.225,99383.556,98387.117,97414.272,96722.069,96042.355,95569.087,95865.39,96902.636,98511.026,99689.81199999999,101617.72099999999,103183.681,104491.46699999999,105031.415,107687.94300000001,108293.52,106341.944,102960.46699999999,99420.976,94769.748,89244.68400000001,88938.415,91737.51,96289.162,93548.195,MRIM
316,22/03/2015,CITIPOWER,4340312.856000001,82566.601,73898.825,67670.656,63349.285,61110.780999999995,59543.917,58489.357,57928.812999999995,57630.717000000004,58109.16,59904.718,62159.568,66793.25200000001,72103.943,75273.247,80452.985,85677.058,89528.254,92988.579,94758.19,97016.87199999999,97484.1,97601.11,97731.776,97592.766,97703.41,98475.37599999999,99672.761,99812.455,101607.979,102474.089,105986.914,108278.99,112443.924,115543.508,117696.844,117870.877,122051.015,123453.68400000001,121131.01,116730.735,110485.11099999999,102375.914,93199.036,89511.50300000001,90414.45,94398.112,91630.629,MRIM
317,23/03/2015,CITIPOWER,5275809.565,80886.459,72789.535,67088.27900000001,63441.242999999995,61801.638,60442.687000000005,59885.695,60435.267,62240.420999999995,65995.506,75312.704,88982.603,108269.93400000001,122782.698,123169.83,125552.68400000001,131167.106,134376.034,137272.809,138121.709,138958.659,139311.343,139273.725,138071.552,137626.801,137132.77300000002,136308.242,135308.405,133634.389,132908.074,133610.237,134067.596,132080.564,130856.396,127172.385,126182.413,126073.86300000001,128976.615,126793.80699999999,122834.82699999999,117550.418,110928.106,102300.54800000001,92219.584,87843.519,88493.338,91461.464,87815.08099999999,MRIM
318,24/03/2015,CITIPOWER,5245928.196,76428.927,68620.079,63766.44,60931.004,59565.302,58673.038,58323.928,58472.667,60193.708,64298.666,73692.298,88172.646,109241.898,122436.744,120266.34,121476.66900000001,125940.94,128448.644,130574.83099999999,131395.04,132818.31900000002,132763.072,133093.328,133043.02300000002,132141.506,130648.681,130313.975,129017.463,127053.354,126937.748,128647.398,129779.091,131009.85,133343.218,135458.959,138263.366,139414.546,139543.557,136313.509,131373.899,126426.058,118781.978,107836.606,96411.832,90722.635,90434.81599999999,93460.726,89955.87400000001,MRIM
319,25/03/2015,CITIPOWER,5079068.529,79308.958,71017.132,65521.677,62363.449,60715.32,59553.630999999994,59180.445,59473.697,61488.31,65504.746,76178.62,91441.248,112986.00099999999,128219.104,125242.731,124168.239,125935.601,127643.94300000001,127226.25,127110.666,126452.286,127768.868,126543.81599999999,125848.535,125889.74900000001,124750.632,123191.004,122499.35800000001,121919.088,122752.185,122845.386,123114.66900000001,121318.18199999999,120373.33,119325.273,120622.68400000001,122208.852,126975.77,126449.028,123297.69900000001,119043.094,112753.17,104934.601,94580.744,90081.866,90481.51699999999,92902.23800000001,89865.13699999999,MRIM
320,26/03/2015,CITIPOWER,5298827.587,79281.844,70958.095,65231.331,61951.68,60524.427,59407.944,59110.502,59179.191,61156.759000000005,65671.259,76218.59599999999,91899.536,114645.991,129445.212,126221.793,125853.609,127248.99699999999,127397.921,128843.993,130007.416,128764.41699999999,128220.71699999999,127992.224,127524.305,127478.08300000001,125836.07699999999,128044.29400000001,125867.573,126421.634,127769.243,130214.91,132469.797,134555.38199999998,135896.607,136833.4,138847.482,138641.688,139774.355,137953.18099999998,134207.886,128311.996,121757.633,112796.89300000001,101705.40800000001,95796.719,94788.22,96957.53,93143.837,MRIM
321,27/03/2015,CITIPOWER,5259692.065,81842.75099999999,73557.725,67883.685,64351.678,62645.441,61352.33,60860.515999999996,61134.202000000005,63174.21400000001,67445.944,77977.939,93251.701,114932.19,130098.6,127983.17800000001,129139.67300000001,131135.87,132406.25,132823.173,133555.163,133737.144,133331.587,131984.159,131607.798,130952.257,131266.158,129361.719,126936.02900000001,126753.409,126198.535,127925.07,128087.25300000001,126454.625,126640.046,125890.104,125250.19099999999,126316.615,127983.909,125821.58,122229.95,117902.382,113267.041,106733.34,99449.12599999999,96598.256,97303.373,100030.278,96127.90800000001,MRIM
322,28/03/2015,CITIPOWER,4527233.041,84515.354,75952.202,70114.295,66341.47099999999,63951.767,62131.757000000005,61263.175,60684.54,60840.572,61891.508,64878.03,68678.268,76456.47200000001,84981.01400000001,89973.116,98398.76400000001,105167.996,108491.48300000001,111586.212,111912.025,113242.881,113321.961,112710.164,111150.918,109191.976,106776.90699999999,104540.73199999999,102055.166,99379.839,97758.476,97833.71800000001,98844.931,100595.067,103374.591,105801.948,108673.149,111292.119,115436.56300000001,114756.129,112113.23300000001,108889.489,105564.116,101104.095,95151.54400000001,93983.045,96470.451,100796.12400000001,98213.68800000001,MRIM
323,29/03/2015,CITIPOWER,4289511.893,87337.367,78498.284,71569.886,67057.241,64318.41,62254.21599999999,61061.054000000004,60432.637,60384.76,60913.318,63183.40900000001,65818.34599999999,71119.961,78000.38,81954.593,88287.788,93328.849,96428.96800000001,98604.256,99040.465,99233.891,98317.8,97633.317,96326.90400000001,94790.243,93546.832,92995.424,92468.64199999999,92043.339,92169.869,93249.474,95184.27900000001,97483.74900000001,101034.265,105461.42300000001,108785.52699999999,111887.70599999999,117102.41900000001,117262.15800000001,115002.508,111112.664,106592.163,99185.576,90633.726,87677.615,88827.14,93124.073,90784.979,MRIM
324,30/03/2015,CITIPOWER,5062592.342,80577.478,72181.631,66029.978,62178.96400000001,60044.34099999999,58825.513,58460.555,58575.425,60371.126,64325.869000000006,73590.372,86881.32800000001,106442.957,121211.336,121651.056,124206.214,126764.43800000001,127258.911,127594.871,127433.524,127742.082,127178.795,127407.757,126911.99699999999,126736.40699999999,125698.32,125157.852,124430.127,123652.52900000001,123220.12199999999,123449.632,123546.338,122981.353,122511.29400000001,121564.776,122600.08,124379.24900000001,128522.664,126449.707,122195.334,117380.722,111227.287,102101.954,92481.668,88309.07699999999,88990.648,92221.896,88936.788,MRIM
325,31/03/2015,CITIPOWER,5097043.473,77979.607,70108.429,64986.687999999995,61501.721,59900.467000000004,58554.937000000005,58322.015,58474.698,60323.030999999995,64449.96,73684.182,87223.868,106288.138,120754.623,120161.195,122430.54199999999,125012.913,125600.114,126749.93699999999,126864.46699999999,126927.352,126653.239,127452.31800000001,127689.57199999999,127880.106,128039.7,128941.43199999999,128675.24,128410.38900000001,128434.55300000001,128945.561,129378.469,128056.101,126118.713,123159.955,122480.618,124717.004,128555.354,126498.25099999999,122716.65199999999,117679.784,111209.04800000001,103050.25300000001,93803.76,89749.28199999999,90100.349,92964.955,89383.931,MRIM
0,01/04/2015,CITIPOWER,5241951.937,78134.705,70166.465,64969.528,61882.407999999996,60136.74,58987.255999999994,58590.542,58798.151,60393.808,64263.939000000006,73195.281,85822.914,104114.65199999999,117068.644,117029.54699999999,120619.336,124342.612,126138.734,128820.429,129684.746,130955.565,132509.383,133168.647,134353.661,136115.201,137049.24599999998,138907.921,138313.001,137576.726,135807.332,135588.685,134609.503,132746.965,130341.091,127771.244,128696.287,129718.094,131182.8,128797.463,125432.436,120825.86,115141.469,107532.89,98439.905,94038.57,94074.546,96645.377,92451.632,MRIM
1,02/04/2015,CITIPOWER,4951555.04,80592.74,72490.746,67239.55900000001,63596.88,61971.77099999999,60581.342000000004,59874.402,59784.605,61072.236,64742.445,73170.391,85177.716,102998.32,116751.495,117172.75,120634.37400000001,123853.19300000001,125568.945,126961.627,126801.04699999999,127213.921,126477.204,126337.29199999999,125661.51800000001,124707.70199999999,123711.125,122306.056,121179.82,119483.087,117905.49699999999,117155.56300000001,116350.93400000001,115375.00300000001,114279.802,113301.375,114707.972,116842.383,119251.299,117192.475,114623.44900000001,110260.946,105994.32800000001,100453.254,93869.231,92196.398,93808.77,96831.121,93040.931,MRIM
2,03/04/2015,CITIPOWER,4048837.83,81737.073,73651.217,67897.952,64102.825,62236.742999999995,60644.502,59615.325999999994,59178.557,59621.257000000005,60617.96599999999,63373.587,66421.968,72565.429,78774.258,82396.311,87644.179,91555.116,93715.479,95270.659,95849.535,95450.55300000001,95058.683,93815.763,92209.041,90378.384,88427.008,87373.689,86167.082,85420.46800000001,85106.04800000001,86002.79,87413.94099999999,89968.08,92809.549,94824.832,97256.69,99918.105,102977.56300000001,101465.73300000001,99452.806,96586.648,93561.19699999999,89555.055,84732.76,84695.64199999999,88024.48800000001,92889.67300000001,90425.62,MRIM
